1625,129473,1623
129474,129475,361316
1629,361316,238341
1626,129476,1628
129475,129477,361317
1629,361317,238343
1626,129478,1631
1626,129479,1633
1626,129480,1635
1637,128849,238347
185,129481,238348
536,129482,238349
1626,129483,1636
1642,129484,1644
1642,129485,1645
129486,129487,361318
568,361318,238353
1642,129488,1646
129489,129490,361319
568,361319,238355
1642,129491,1649
128853,129492,361321
129422,361321,361320
568,361320,238357
1642,129493,1652
609,129489,238359
129490,129494,361322
568,361322,238360
1642,129495,1654
609,129422,238362
129496,361321,361323
568,361323,238363
1642,129497,1655
1642,129498,1656
1642,129499,1658
1642,129500,1660
1642,129501,1661
1642,129502,1663
1642,129503,1665
1642,129504,1666
185,129505,238372
536,129506,238373
1642,129507,1667
1642,129508,1668
129112,129420,361324
568,361324,238376
1642,129509,1669
1642,129510,1670
1642,129511,1672
1642,129512,1674
1076,129513,238381
1689,129515,238382
129514,129516,361325
1684,361325,1686
1692,129517,238384
1693,128799,238385
129518,129519,361326
1684,361326,1690
1684,129520,1694
128798,129521,361327
514,361327,238388
790,129522,238389
1697,129523,238390
1684,129524,1695
1684,129525,1698
1684,129526,1700
1704,129527,238394
1705,129528,238395
1684,129529,1702
1684,129530,1706
1724,129536,1728
1724,129537,1730
1712,129538,1733
1712,129539,1735
1712,129540,1736
1712,129541,1738
1742,129542,238404
1743,129543,238405
1744,129544,1741
1516,129545,238407
382,129546,1749
1752,129550,1751
1753,129551,1500
1782,129550,1781
1786,129551,1769
1516,129571,238413
382,129572,1787
1775,129573,238415
1516,129574,238416
382,129575,1790
1077,129576,1791
382,129578,1793
1795,128913,1799
1805,128913,1809
1516,129582,238422
382,129583,1810
185,129585,238424
536,129586,238425
129584,129587,361328
1822,361328,1823
1742,129588,238427
1743,129589,238428
1744,129590,1826
1742,129601,238431
1743,129602,238432
1826,129603,1842
1742,129604,238434
1743,129605,238435
1826,129606,1844
1857,129614,1859
129615,129616,361331
707,361331,238441
129618,129619,361332
707,361332,238442
129617,129620,361330
1862,361330,238443
129614,129621,361329
1857,361329,1861
129615,129622,361335
707,361335,238445
129618,129624,361336
707,361336,238446
129623,129625,361334
1862,361334,238447
129614,129626,361333
1857,361333,1867
129615,129627,361339
707,361339,238449
129618,129629,361340
707,361340,238450
129628,129630,361338
1862,361338,238451
129614,129631,361337
1857,361337,1870
129615,129632,361343
707,361343,238453
129618,129634,361344
707,361344,238454
129633,129635,361342
1862,361342,238455
129614,129636,361341
1857,361341,1872
1876,128817,238457
1857,129637,1875
1876,128833,238459
1857,129638,1877
1857,129639,1878
1893,129640,238462
1894,129641,1891
1897,129642,238464
1898,129643,1895
1897,129644,238466
1898,129645,1899
1862,129651,1928
1933,128904,1932
385,129652,1934
1934,129653,1936
1934,129654,1939
1934,129655,1942
1934,129656,1944
129657,129658,361345
1934,361345,1946
129658,129659,361346
1934,361346,1948
413,129660,1950
1933,128904,1935
129436,129661,361347
1932,361347,1951
1932,129662,1952
129436,129439,361348
1932,361348,1954
1743,129663,1955
1743,129664,1957
129665,129666,361349
1960,361349,238483
1743,129667,1959
